Function,epsilon,Peak_Index,t_value,Peak_Magnitude,M_coh,R_comp,CAS
L_DH^(0.10),0.1,27,8852.0,13.406081090082763,2.0178386598685623,0.0001789510016199129,0.9095642196563652
L_DH^(0.10),0.1,28,6495.0,13.373187184593421,1.424380602262166,0.0002468291763985076,0.9095642196563652
L_DH^(0.10),0.1,29,5155.0,13.37244192128785,2.1376837052970172,0.0001925124416287125,0.9095642196563652
L_DH^(0.10),0.1,30,8200.0,13.056669419096727,2.0149133844295797,0.00019741504384666406,0.9095642196563652
L_DH^(0.10),0.1,31,5362.0,13.018182030932278,1.7222052313467613,0.00020924591950167605,0.9095642196563652
L_DH^(0.10),0.1,32,6850.0,12.910381825490877,1.8733476105810896,0.0001741944822737715,0.9095642196563652
L_DH^(0.10),0.1,33,7638.0,12.791925223164215,1.8742082527046595,0.0001729190259616607,0.9095642196563652
L_DH^(0.10),0.1,34,3867.0,12.488476505013397,1.836381926361239,0.00015348817592045723,0.9095642196563652
L_DH^(0.10),0.1,35,7111.0,12.379435631155234,1.885748124990148,0.00016634844351921243,0.9095642196563652
L_DH^(0.10),0.1,36,7186.0,12.353977308324307,1.8615067662479496,0.00017495097295438603,0.9095642196563652
L_DH^(0.10),0.1,37,4019.0,12.242837164544698,1.9994431351669784,0.00017710328013359066,0.9095642196563652
