c_center,observed_count,expected_GUE,z_local_detrend
0.5035000000000001,1646,1621.2089892089082,-0.2966251706611454
0.5045,1638,1622.3614269985621,-0.5442711339738789
0.5055000000000001,1668,1623.4976298979725,0.1120168358342833
0.5065,1644,1624.6176625479345,-0.5389955533050278
0.5075000000000001,1705,1625.7215895892446,0.8928445147658206
0.5085,1740,1626.8094756626963,1.7727379897913123
0.5095000000000001,1518,1627.8813854090865,-3.6851437311060207
0.5105,1680,1628.9373836636983,0.24614816487595884
0.5115000000000001,1752,1629.9775397350406,1.9707053263523004
0.5125,1683,1631.0019274048477,0.24256167920231955
0.5135000000000001,1613,1632.010620649341,-1.4791479473117106
0.5145,1664,1633.0036934447432,-0.22481705145211905
0.5155000000000001,1563,1633.9812197672773,-2.7440041250363203
0.5165,1691,1634.9432735931637,0.35870215936296285
0.5175000000000001,1681,1635.8899288986256,0.06509230072269144
0.5185,1707,1636.821259659885,0.75867472422487
0.5195000000000001,1659,1637.7373398531638,-0.46144884896616667
0.5205,1681,1638.638243454684,0.08138154067473316
0.5215000000000001,1650,1639.5240444406688,-0.6996727553093017
0.5225,1648,1640.394816787339,-0.792090306437536
0.5235000000000001,1727,1641.2506344709177,1.117588398411187
0.5245,1739,1642.0915714676262,1.4097695274510034
0.5255000000000001,1654,1642.9177019139415,-0.6642289809469792
0.5265,1670,1643.7291036321672,-0.24302108985688659
0.5275000000000001,1653,1644.5258581304408,-0.7085286855043534
0.5285,1668,1645.3080470771508,-0.37420018243379605
0.5295000000000001,1741,1646.0757521406856,1.353063988068885
0.5305,1778,1646.829054989436,2.270016669428541
0.5315000000000001,1751,1647.5680372917902,1.6097924267094297
0.5325,1697,1648.292780716137,0.2573559732522932
0.5335000000000001,1687,1649.0033669308666,-0.0009547666277357122
0.5345,1654,1649.6998776043667,-0.745259533935682
