bootstrap_sample,xi_estimate
812,-0.20435717811580023
813,-0.015597709542389543
814,-0.2058490625336743
815,-0.167484579951593
816,-0.10842622552125522
817,-0.17936438616183775
818,-0.20738358225212755
819,-0.1135448148759338
820,-0.12754865594284667
821,-0.04182086605104768
822,-0.12405934288246379
823,-0.10558073803741648
824,-0.1659051755632796
825,-0.2282704861293383
826,-0.17694366138282686
827,-0.08644798546413668
828,0.00687094189020895
829,-0.06959807730669679
830,-0.18680117643094446
831,-0.13134527489521036
832,-0.16439046633932414
833,-0.1310876924493698
834,-0.1768444185114771
835,-0.11193476790028266
836,-0.21693457955398343
837,-0.11664283316718949
838,-0.15873460567063535
839,-0.11249353467417295
840,-0.06336392151592656
841,-0.14234128609312663
842,-0.12000963544566906
843,-0.18935383681345547
844,-0.15940796674370586
845,-0.12088323678592053
846,-0.09204327680811292
847,-0.06712823663279088
848,-0.08798713933155472
849,-0.19580160685627002
850,-0.1317721238006493
851,-0.14558216250743072
852,-0.07389327672989822
853,-0.11767582842371171
854,-0.19597915531814392
855,-0.08809732566516877
856,-0.16453414913167685
857,-0.1973811643742968
858,-0.08019546107071839
859,-0.1221813980287622
860,-0.11293065255020299
861,-0.028376807788639713
862,-0.08477688534429974
863,-0.18271202172752338
